프로젝트 명,엔드포인트 URL,엔드포인트 클래스,엔드포인트 메소드,사용 프로젝트 명,클래스,메소드(라인),메소드 분석,HTTP,엔드포인트 정의 위치,사용 파일,사용 라인,매칭 유형,신뢰도,소스 라인,endpoint_id
FinUp.LogData.Api,Log,LogController,Get,FinUp.Tssa.Web,Config,설정/상수 영역 (FinUp.Tssa.Web/Web.config:24),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.LogData.Api/Controllers/LogController.cs:24,FinUp.Tssa.Web/Web.config,24,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",207
FinUp.LogData.Api,Log,LogController,Get,FinUp.Tssa.Web,Config,설정/상수 영역 (FinUp.Tssa.Web/Web.config:26),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.LogData.Api/Controllers/LogController.cs:24,FinUp.Tssa.Web/Web.config,26,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",207
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Chat.Admin,Config,설정/상수 영역 (FinUp.Chat.Admin/Web.config:18),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Chat.Admin/Web.config,18,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Finance.Admin,Config,설정/상수 영역 (FinUp.Finance.Admin/Web.config:34),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Finance.Admin/Web.config,34,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.General.MobileWeb,View/Markup,View/Markup 영역 (FinUp.General.MobileWeb/Design/m_promotion_join.html:36),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.General.MobileWeb/Design/m_promotion_join.html,36,exact,High,"var logServerUrl = ""https://apilog.finup.co.kr/log/logging"";",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.General.MobileWeb,Config,설정/상수 영역 (FinUp.General.MobileWeb/Web.config:37),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.General.MobileWeb/Web.config,37,exact,High,"<add key=""FinUpLogUrl"" value=""https://dev-apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.General.Web,View/Markup,View/Markup 영역 (FinUp.General.Web/Design/promotion_join.html:127),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.General.Web/Design/promotion_join.html,127,exact,High,"var logServerUrl = ""https://dev-apilog.finup.co.kr/log/logging"";",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.General.Web,Config,설정/상수 영역 (FinUp.General.Web/Web.config:33),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.General.Web/Web.config,33,exact,High,"<add key=""FinUpLogUrl"" value=""https://dev-apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Guide.Admin,Config,설정/상수 영역 (FinUp.Guide.Admin/Web.config:23),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Guide.Admin/Web.config,23,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Radar.Web,Config,설정/상수 영역 (FinUp.Radar.Web/Web.config:32),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Radar.Web/Web.config,32,exact,High,"<add key=""FinUpLogUrl"" value=""https://dev-apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Stock.MobileWeb,View/Markup,View/Markup 영역 (FinUp.Stock.MobileWeb/Download.html:19),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Stock.MobileWeb/Download.html,19,exact,High,"var logServerUrl = ""https://apilog.finup.co.kr/log/logging"";",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Stock.MobileWeb,Config,설정/상수 영역 (FinUp.Stock.MobileWeb/Web.config:34),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Stock.MobileWeb/Web.config,34,exact,High,"<add key=""FinUpLogUrl"" value=""https://dev-apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Stock.Web,View/Markup,View/Markup 영역 (FinUp.Stock.Web/Lab/HogaLogDragPrototype.html:102),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Stock.Web/Lab/HogaLogDragPrototype.html,102,exact,High,"var logServerUrl = ""https://apilog.finup.co.kr/log/logging"";",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Stock.Web,Config,설정/상수 영역 (FinUp.Stock.Web/Web.config:41),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Stock.Web/Web.config,41,exact,High,"<add key=""FinUpLogUrl"" value=""https://dev-apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Tssa.Admin,Config,설정/상수 영역 (FinUp.Tssa.Admin/Web.config:24),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Tssa.Admin/Web.config,24,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Tssa.MobileWeb,Config,설정/상수 영역 (FinUp.Tssa.MobileWeb/Web.config:24),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Tssa.MobileWeb/Web.config,24,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/Logging,LogController,Logging,FinUp.Tssa.Web,Config,설정/상수 영역 (FinUp.Tssa.Web/Web.config:24),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:35,FinUp.Tssa.Web/Web.config,24,exact,High,"<add key=""FinUpLogUrl"" value=""https://apilog.finup.co.kr/log/logging"" />",208
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Chat.Admin,LoggerConfigModel,메소드 식별 필요 (FinUp.Chat.Admin/FinUp.Core.Log/Model/LoggerConfigModel.cs:28),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Chat.Admin/FinUp.Core.Log/Model/LoggerConfigModel.cs,28,exact,High,"return GetConfigAppSetting(""ApiLogUrl"", ""https://logapi.finup.co.kr/Log/System"");",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Chat.Admin,Config,설정/상수 영역 (FinUp.Chat.Admin/Web.config:20),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Chat.Admin/Web.config,20,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Company.Web,Config,설정/상수 영역 (FinUp.Company.Web/Web.config:25),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Company.Web/Web.config,25,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Core.Log,LoggerConfigModel,메소드 식별 필요 (FinUp.Core.Log/Model/LoggerConfigModel.cs:28),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Core.Log/Model/LoggerConfigModel.cs,28,exact,High,"return GetConfigAppSetting(""ApiLogUrl"", ""https://logapi.finup.co.kr/Log/System"");",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Core.Standard,LoggerConfigModel,메소드 식별 필요 (FinUp.Core.Standard/Log/Model/LoggerConfigModel.cs:35),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Core.Standard/Log/Model/LoggerConfigModel.cs,35,exact,High,"return GetConfigAppSetting(""ApiLogUrl"", ""https://logapi.finup.co.kr/Log/System"");",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Finance.Admin,Config,설정/상수 영역 (FinUp.Finance.Admin/Web.config:36),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Finance.Admin/Web.config,36,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.General.Admin,Config,설정/상수 영역 (FinUp.General.Admin/Web.config:58),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.General.Admin/Web.config,58,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System""/>",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.General.MobileWeb,Config,설정/상수 영역 (FinUp.General.MobileWeb/Web.config:40),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.General.MobileWeb/Web.config,40,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.General.Web,Config,설정/상수 영역 (FinUp.General.Web/Web.config:35),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.General.Web/Web.config,35,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Guide.Admin,Config,설정/상수 영역 (FinUp.Guide.Admin/Web.config:25),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Guide.Admin/Web.config,25,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Radar.App.AlphaBot,Config,설정/상수 영역 (FinUp.Radar.App.AlphaBot/App.config:84),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Radar.App.AlphaBot/App.config,84,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Radar.Web,Config,설정/상수 영역 (FinUp.Radar.Web/Web.config:39),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Radar.Web/Web.config,39,exact,High,"<add key=""ApiLogUrl"" value=""http://pre-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Radar.Web.Admin,Config,설정/상수 영역 (FinUp.Radar.Web.Admin/Web.config:35),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Radar.Web.Admin/Web.config,35,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Radar.Web.Mobile,Config,설정/상수 영역 (FinUp.Radar.Web.Mobile/Web.config:40),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Radar.Web.Mobile/Web.config,40,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Stock.Admin,Config,설정/상수 영역 (Finup.Stock.Admin/Web.config:39),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,Finup.Stock.Admin/Web.config,39,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Stock.App.AlphaBot,Config,설정/상수 영역 (FinUp.Stock.App.AlphaBot/App.config:88),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Stock.App.AlphaBot/App.config,88,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Stock.Mentor,Config,설정/상수 영역 (FinUp.Stock.Mentor/Web.config:21),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Stock.Mentor/Web.config,21,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Stock.MobileWeb,Config,설정/상수 영역 (FinUp.Stock.MobileWeb/Web.config:37),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Stock.MobileWeb/Web.config,37,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Stock.Web,Config,설정/상수 영역 (FinUp.Stock.Web/Web.config:43),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Stock.Web/Web.config,43,exact,High,"<add key=""ApiLogUrl"" value=""https://dev-apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Tssa.Admin,Config,설정/상수 영역 (FinUp.Tssa.Admin/Web.config:26),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Tssa.Admin/Web.config,26,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Tssa.MobileWeb,Config,설정/상수 영역 (FinUp.Tssa.MobileWeb/Web.config:26),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Tssa.MobileWeb/Web.config,26,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.LogData.Api,Log/System,LogController,System,FinUp.Tssa.Web,Config,설정/상수 영역 (FinUp.Tssa.Web/Web.config:26),"문자열/경로 참조 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.LogData.Api/Controllers/LogController.cs:67,FinUp.Tssa.Web/Web.config,26,exact,High,"<add key=""ApiLogUrl"" value=""https://apilog.finup.co.kr/Log/System"" />",211
FinUp.Radar.Api,api/App,AppController,Option,FinUp.Chat.Web,Config,설정/상수 영역 (FinUp.Chat.Web/appsettings.json:24),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs:238,FinUp.Chat.Web/appsettings.json,24,exact,High,"""ChatApiUrl"": ""https://pre-apichat.finup.co.kr/api/app/chat"",",227
FinUp.Radar.Api,api/App,AppController,Post,FinUp.Chat.Web,Config,설정/상수 영역 (FinUp.Chat.Web/appsettings.json:24),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Radar.Api/Controllers/AppController.cs:36,FinUp.Chat.Web/appsettings.json,24,exact,High,"""ChatApiUrl"": ""https://pre-apichat.finup.co.kr/api/app/chat"",",228
FinUp.Radar.Api,api/App,AppController,setCache,FinUp.Chat.Web,Config,설정/상수 영역 (FinUp.Chat.Web/appsettings.json:24),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:274,FinUp.Chat.Web/appsettings.json,24,exact,High,"""ChatApiUrl"": ""https://pre-apichat.finup.co.kr/api/app/chat"",",229
FinUp.Radar.Api,api/App,AppController,setCacheData,FinUp.Chat.Web,Config,설정/상수 영역 (FinUp.Chat.Web/appsettings.json:24),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:248,FinUp.Chat.Web/appsettings.json,24,exact,High,"""ChatApiUrl"": ""https://pre-apichat.finup.co.kr/api/app/chat"",",230
FinUp.Radar.Api,api/App,AppController,Option,FinUp.General.Admin,UserDetailSubscribeList.aspx,RemoveChatCache (FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs:1231),"서버-side HTTP 호출 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs:238,FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs,1231,exact,High,"string apiResult = NetUtil.GetHttpRequest($""{StockPointApi}/api/app/chat/subscribecancel/{_UserIdx}/{ChatIdx}"", new Dictionary<string, string>());",227
FinUp.Radar.Api,api/App,AppController,Post,FinUp.General.Admin,UserDetailSubscribeList.aspx,RemoveChatCache (FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs:1231),"서버-side HTTP 호출 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Radar.Api/Controllers/AppController.cs:36,FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs,1231,exact,High,"string apiResult = NetUtil.GetHttpRequest($""{StockPointApi}/api/app/chat/subscribecancel/{_UserIdx}/{ChatIdx}"", new Dictionary<string, string>());",228
FinUp.Radar.Api,api/App,AppController,setCache,FinUp.General.Admin,UserDetailSubscribeList.aspx,RemoveChatCache (FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs:1231),"서버-side HTTP 호출 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:274,FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs,1231,exact,High,"string apiResult = NetUtil.GetHttpRequest($""{StockPointApi}/api/app/chat/subscribecancel/{_UserIdx}/{ChatIdx}"", new Dictionary<string, string>());",229
FinUp.Radar.Api,api/App,AppController,setCacheData,FinUp.General.Admin,UserDetailSubscribeList.aspx,RemoveChatCache (FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs:1231),"서버-side HTTP 호출 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:248,FinUp.General.Admin/Member/UserDetail/UserDetailSubscribeList.aspx.cs,1231,exact,High,"string apiResult = NetUtil.GetHttpRequest($""{StockPointApi}/api/app/chat/subscribecancel/{_UserIdx}/{ChatIdx}"", new Dictionary<string, string>());",230
FinUp.Radar.Api,api/App,AppController,Option,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:79),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs:238,Finup.Stock.Admin/Chat/ChatRoom.aspx,79,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",227
FinUp.Radar.Api,api/App,AppController,Post,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:79),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Radar.Api/Controllers/AppController.cs:36,Finup.Stock.Admin/Chat/ChatRoom.aspx,79,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",228
FinUp.Radar.Api,api/App,AppController,setCache,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:79),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:274,Finup.Stock.Admin/Chat/ChatRoom.aspx,79,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",229
FinUp.Radar.Api,api/App,AppController,setCacheData,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:79),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:248,Finup.Stock.Admin/Chat/ChatRoom.aspx,79,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",230
FinUp.Radar.Api,api/App,AppController,Option,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:84),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs:238,Finup.Stock.Admin/Chat/ChatRoom.aspx,84,exact,High,"var vFileUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/fileupload"";",227
FinUp.Radar.Api,api/App,AppController,Post,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:84),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Radar.Api/Controllers/AppController.cs:36,Finup.Stock.Admin/Chat/ChatRoom.aspx,84,exact,High,"var vFileUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/fileupload"";",228
FinUp.Radar.Api,api/App,AppController,setCache,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:84),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:274,Finup.Stock.Admin/Chat/ChatRoom.aspx,84,exact,High,"var vFileUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/fileupload"";",229
FinUp.Radar.Api,api/App,AppController,setCacheData,FinUp.Stock.Admin,View/Markup,View/Markup 영역 (Finup.Stock.Admin/Chat/ChatRoom.aspx:84),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:248,Finup.Stock.Admin/Chat/ChatRoom.aspx,84,exact,High,"var vFileUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/fileupload"";",230
FinUp.Radar.Api,api/App,AppController,Option,FinUp.Stock.Mentor,View/Markup,View/Markup 영역 (FinUp.Stock.Mentor/Chat/ChatRoom.aspx:83),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",OPTIONS,FinUp.Radar.Api/Controllers/AppController.cs:238,FinUp.Stock.Mentor/Chat/ChatRoom.aspx,83,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",227
FinUp.Radar.Api,api/App,AppController,Post,FinUp.Stock.Mentor,View/Markup,View/Markup 영역 (FinUp.Stock.Mentor/Chat/ChatRoom.aspx:83),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",POST,FinUp.Radar.Api/Controllers/AppController.cs:36,FinUp.Stock.Mentor/Chat/ChatRoom.aspx,83,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",228
FinUp.Radar.Api,api/App,AppController,setCache,FinUp.Stock.Mentor,View/Markup,View/Markup 영역 (FinUp.Stock.Mentor/Chat/ChatRoom.aspx:83),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:274,FinUp.Stock.Mentor/Chat/ChatRoom.aspx,83,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",229
FinUp.Radar.Api,api/App,AppController,setCacheData,FinUp.Stock.Mentor,View/Markup,View/Markup 영역 (FinUp.Stock.Mentor/Chat/ChatRoom.aspx:83),"설정/상수 URL 후보. 매칭=CSV URL과 동일한 정적 문자열, 신뢰도=High.",GET,FinUp.Radar.Api/Controllers/AppController.cs:248,FinUp.Stock.Mentor/Chat/ChatRoom.aspx,83,exact,High,"var vPostUrl = ""<%= System.Configuration.ConfigurationManager.AppSettings[""ApiPath""] %>"" + ""/api/app/chat/auth"";",230
